gene_id	ERR458494_1	ERR458493_1	ERR458493_2	ERR458494_2
YJR109C	170	205	205	170
YJR110W	39	44	44	39
YJR111C	34	45	45	34
YJR112W	28	21	21	28
YJR112W-A	43	53	53	43
YJR113C	123	110	110	123
YJR114W	53	56	56	53
YJR115W	169	200	200	169
YJR116W	77	69	69	77
YJR117W	128	123	123	128
YJR118C	32	43	43	32
YJR119C	11	7	7	11
YJR120W	6	3	3	6
YJR121W	628	576	576	628
YJR122W	24	19	19	24
YJR123W	3189	3257	3257	3189
YJR124C	39	55	55	39
YJR125C	183	177	177	183
YJR126C	183	167	167	183
YJR127C	150	139	139	150
YJR128W	0	1	1	0
snR3	2	3	3	2
YJR129C	28	13	13	28
YJR130C	80	88	88	80
YJR131W	42	38	38	42
YJR132W	40	43	43	40
YJR133W	51	57	57	51
YJR134C	77	81	81	77
YJR135C	6	6	6	6
YJR135W-A	26	43	43	26
YJR136C	26	15	15	26
YJR137C	52	63	63	52
YJR138W	38	25	25	38
YJR139C	358	368	368	358
YJR140C	34	40	40	34
YJR140W-A	4	4	4	4
YJR141W	29	22	22	29
YJR142W	50	37	37	50
YJR143C	232	251	251	232
YJR144W	73	74	74	73
YJR145C	1771	1738	1738	1771
YJR146W	10	14	14	10
YJR147W	68	56	56	68
YJR148W	322	330	330	322
YJR149W	13	10	10	13
YJR150C	12	13	13	12
YJR151C	26	31	31	26
YJR151W-A	0	0	0	0
YJR152W	24	19	19	24
YJR153W	22	8	8	22
YJR154W	10	16	16	10
YJR155W	32	40	40	32
YJR156C	3	3	3	3
YJR157W	0	0	0	0
YJR158W	0	0	0	0
YJR159W	3	1	1	3
YJR160C	2	0	0	2
YJR161C	4	2	2	4
YJR162C	0	0	0	0
YKL225W	0	0	0	0
YKL224C	0	0	0	0
YKL223W	0	0	0	0
YKL222C	20	15	15	20
YKL221W	5	2	2	5
YKL220C	28	18	18	28
YKL219W	22	28	28	22
YKL218C	90	79	79	90
YKL217W	33	31	31	33
YKL216W	578	623	623	578
YKL215C	51	59	59	51
YKL214C	24	26	26	24
YKL213C	128	144	144	128
YKL212W	233	261	261	233
YKL211C	129	148	148	129
snR64	2	1	1	2
YKL210W	355	337	337	355
YKL209C	79	82	82	79
tT(CGU)K	0	0	0	0
YKL208W	21	18	18	21
YKL207W	244	264	264	244
YKL206C	48	41	41	48
YKL205W	41	47	47	41
YKL204W	92	109	109	92
YKL203C	99	93	93	99
YKL202W	6	4	4	6
YKL201C	42	53	53	42
YKL198C	123	137	137	123
YKL197C	43	37	37	43
tN(GUU)K	0	0	0	0
YKL196C	153	164	164	153
YKL195W	264	247	247	264
YKL194C	29	33	33	29
YKL193C	36	43	43	36
YKL192C	135	140	140	135
YKL191W	105	93	93	105
YKL190W	122	116	116	122
tL(UAA)K	0	0	0	0
YKL189W	23	25	25	23
YKL188C	22	24	24	22
YKL187C	42	32	32	42
YKL186C	53	58	58	53
YKL185W	114	130	130	114
YKL184W	118	114	114	118
YKL183C-A	1	0	0	1
YKL183W	91	73	73	91
YKL182W	906	951	951	906
YKL181W	369	369	369	369
YKL180W	1161	1313	1313	1161
YKL179C	70	75	75	70
YKL178C	0	0	0	0
YKL177W	0	0	0	0
YKL176C	82	72	72	82
YKL175W	125	110	110	125
YKL174C	52	61	61	52
YKL173W	50	56	56	50
YKL172W	126	139	139	126
YKL171W	69	62	62	69
YKL170W	80	68	68	80
YKL169C	77	62	62	77
YKL168C	64	51	51	64
YKL167C	24	29	29	24
YKL166C	15	22	22	15
YKL165C-A	1	0	0	1
YKL165C	43	39	39	43
tE(UUC)K	0	0	0	0
YKL164C	533	505	505	533
YKL163W	51	52	52	51
YKL162C-A	1	1	1	1
YKL162C	11	7	7	11
YKL161C	26	22	22	26
YKL160W	140	130	130	140
YKL159C	33	46	46	33
YKL157W	193	211	211	193
YKL156W	288	294	294	288
YKL156C-A	151	179	179	151
YKL155C	41	29	29	41
YKL154W	41	42	42	41
tR(UCU)K	0	0	0	0
YKL153W	6971	6941	6941	6971
YKL152C	8852	8934	8934	8852
YKL151C	130	150	150	130
YKL150W	229	221	221	229
YKL149C	20	16	16	20
YKL148C	213	222	222	213
YKL147C	14	19	19	14
YKL146W	135	98	98	135
YKL145W	488	482	482	488
YKL145W-A	51	52	52	51
YKL144C	17	16	16	17
YKL143W	52	60	60	52
YKL142W	141	121	121	141
YKL141W	80	82	82	80
YKL140W	108	102	102	108
YKL139W	27	28	28	27
YKL138C-A	21	34	34	21
YKL138C	26	32	32	26
YKL137W	14	25	25	14
YKL136W	21	33	33	21
YKL135C	80	94	94	80
YKL134C	14	29	29	14
YKL133C	26	23	23	26
YKL132C	15	15	15	15
YKL131W	6	4	4	6
YKL130C	27	28	28	27
YKL129C	128	144	144	128
YKL128C	97	100	100	97
tK(CUU)K	0	0	0	0
YKL127W	135	152	152	135
YKL126W	236	237	237	236
YKL125W	18	24	24	18
YKL124W	40	42	42	40
YKL123W	5	11	11	5
YKL122C	58	52	52	58
YKL121W	33	40	40	33
YKL120W	46	54	54	46
YKL119C	17	28	28	17
YKL118W	6	0	0	6
tA(AGC)K1	0	0	0	0
YKL117W	631	622	622	631
YKL116C	44	34	34	44
YKL115C	2	2	2	2
YKL114C	41	48	48	41
YKL113C	37	55	55	37
YKL112W	73	58	58	73
YKL111C	26	20	20	26
YKL110C	43	34	34	43
YKL109W	194	199	199	194
YKL108W	19	12	12	19
YKL107W	5	10	10	5
YKL106C-A	2	0	0	2
YKL106W	39	38	38	39
YKL105C	90	102	102	90
YKL104C	223	268	268	223
YKL103C	194	207	207	194
YKL102C	4	2	2	4
YKL101W	129	108	108	129
YKL100C	150	162	162	150
YKL100W-A	19	24	24	19
YKL099C	16	16	16	16
YKL098W	81	90	90	81
YKL097C	0	1	1	0
YKL096C-B	10	9	9	10
YKL096W-A	1269	1446	1446	1269
YKL096W	382	341	341	382
YKL095W	17	19	19	17
YKL094W	171	186	186	171
YKL093W	26	28	28	26
YKL092C	24	21	21	24
YKL091C	63	75	75	63
YKL090W	24	21	21	24
YKL089W	15	12	12	15
YKL088W	95	113	113	95
YKL087C	67	54	54	67
YKL086W	19	14	14	19
YKL085W	384	391	391	384
YKL084W	19	28	28	19
YKL083W	30	26	26	30
YKL082C	70	62	62	70
YKL081W	1172	1145	1145	1172
snR38	2	0	0	2
YKL080W	223	212	212	223
YKL079W	41	43	43	41
YKL078W	14	8	8	14
YKL077W	138	159	159	138
YKL076C	13	19	19	13
YKL075C	25	35	35	25
YKL074C	16	23	23	16
YKL073W	71	63	63	71
YKL072W	34	22	22	34
tW(CCA)K	0	0	0	0
YKL071W	8	7	7	8
YKL070W	9	16	16	9
YKL069W	18	25	25	18
tV(AAC)K1	0	0	0	0
YKL068W-A	29	12	12	29
YKL068W	62	74	74	62
tH(GUG)K	0	0	0	0
YKL067W	210	191	191	210
YKL066W	20	17	17	20
YKL065W-A	1	0	0	1
YKL065C	180	165	165	180
YKL064W	221	214	214	221
YKL063C	40	54	54	40
YKL062W	207	197	197	207
YKL061W	10	10	10	10
YKL060C	17231	17212	17212	17231
YKL059C	46	44	44	46
YKL058W	61	59	59	61
YKL057C	71	61	61	71
YKL056C	2393	2305	2305	2393
YKL055C	7	6	6	7
YKL054C	335	328	328	335
YKL053C-A	66	66	66	66
YKL053W	20	26	26	20
YKL052C	46	70	70	46
YKL051W	118	110	110	118
YKL050C	11	9	9	11
YKL049C	32	22	22	32
YKL048C	7	18	18	7
YKL047W	29	35	35	29
YKL046C	244	257	257	244
YKL045W	47	33	33	47
YKL044W	1	3	3	1
YKL043W	189	182	182	189
YKL042W	14	17	17	14
YKL041W	34	51	51	34
YKL040C	44	45	45	44
YKL039W	225	231	231	225
snR69	0	2	2	0
YKL038W	111	128	128	111
YKL037W	12	9	9	12
YKL036C	32	39	39	32
YKL035W	736	740	740	736
YKL034W	77	65	65	77
YKL033W-A	103	141	141	103
YKL033W	18	18	18	18
tV(AAC)K2	0	0	0	0
YKL032C	209	206	206	209
YKL031W	3	5	5	3
YKL030W	80	71	71	80
YKL029C	269	230	230	269
YKL028W	123	133	133	123
YKL027W	51	58	58	51
YKL026C	15	17	17	15
YKL025C	71	62	62	71
YKL024C	151	156	156	151
YKL023C-A	30	41	41	30
YKL023W	56	70	70	56
YKL022C	40	46	46	40
YKL021C	59	56	56	59
YKL020C	80	80	80	80
YKL019W	145	131	131	145
YKL018C-A	45	42	42	45
YKL018W	25	30	30	25
YKL017C	40	45	45	40
YKL016C	110	96	96	110
YKL015W	43	63	63	43
YKL014C	60	74	74	60
YKL013C	137	145	145	137
YKL012W	40	73	73	40
YKL011C	15	6	6	15
YKL010C	92	71	71	92
YKL009W	72	70	70	72
YKL008C	104	102	102	104
YKL007W	131	134	134	131
YKL006C-A	20	11	11	20
snR87	0	0	0	0
YKL006W	858	835	835	858
YKL005C	45	46	46	45
YKL004W	116	121	121	116
YKL003C	28	37	37	28
YKL002W	110	133	133	110
YKL001C	35	35	35	35
YKR001C	219	222	222	219
YKR002W	75	66	66	75
YKR003W	67	84	84	67
YKR004C	8	9	9	8
YKR005C	6	1	1	6
YKR006C	44	47	47	44
YKR007W	86	88	88	86
YKR008W	48	39	39	48
YKR009C	39	40	40	39
tL(CAA)K	0	0	0	0
YKR010C	22	25	25	22
YKR011C	53	54	54	53
YKR012C	35	33	33	35
YKR013W	298	297	297	298
YKR014C	168	158	158	168
YKR015C	13	15	15	13
YKR016W	71	72	72	71
YKR017C	32	29	29	32
YKR018C	207	228	228	207
YKR019C	36	39	39	36
YKR020W	25	29	29	25
YKR021W	62	56	56	62
YKR022C	47	39	39	47
YKR023W	50	39	39	50
YKR024C	21	10	10	21
YKR025W	63	61	61	63
YKR026C	80	91	91	80
tR(ACG)K	0	0	0	0
YKR027W	36	46	46	36
YKR028W	149	151	151	149
YKR029C	25	27	27	25
YKR030W	30	33	33	30
YKR031C	91	86	86	91
YKR032W	0	0	0	0
YKR033C	0	0	0	0
YKR034W	0	0	0	0
YKR035C	192	156	156	192
YKR035W-A	190	154	154	190
YKR036C	45	46	46	45
YKR037C	10	18	18	10
YKR038C	73	74	74	73
tD(GUC)K	0	0	0	0
YKR039W	68	66	66	68
tA(AGC)K2	0	0	0	0
YKR040C	2	1	1	2
YKR041W	3	4	4	3
YKR042W	1885	1940	1940	1885
YKR043C	346	290	290	346
YKR044W	53	50	50	53
YKR045C	23	34	34	23
YKR046C	170	133	133	170
YKR047W	133	134	134	133
YKR048C	405	398	398	405
YKR049C	69	74	74	69
YKR050W	85	96	96	85
YKR051W	38	52	52	38
YKR052C	44	48	48	44
YKR053C	65	66	66	65
YKR054C	64	53	53	64
YKR055W	16	17	17	16
YKR056W	14	31	31	14
YKR057W	1325	1407	1407	1325
YKR058W	211	224	224	211
YKR059W	160	190	190	160
YKR060W	6	6	6	6
YKR061W	22	26	26	22
snR42	2	3	3	2
YKR062W	71	51	51	71
YKR063C	16	28	28	16
YKR064W	23	30	30	23
YKR065C	83	86	86	83
YKR066C	277	292	292	277
YKR067W	119	123	123	119
YKR068C	40	61	61	40
YKR069W	42	42	42	42
YKR070W	80	70	70	80
YKR071C	64	61	61	64
YKR072C	212	187	187	212
YKR073C	1	0	0	1
tK(UUU)K	0	1	1	0
YKR074W	38	59	59	38
YKR075C	382	358	358	382
YKR075W-A	120	108	108	120
YKR076W	59	50	50	59
YKR077W	29	16	16	29
YKR078W	32	33	33	32
YKR079C	25	25	25	25
YKR080W	438	402	402	438
YKR081C	60	67	67	60
YKR082W	46	33	33	46
YKR083C	9	23	23	9
YKR084C	87	102	102	87
YKR085C	64	52	52	64
YKR086W	22	40	40	22
YKR087C	33	31	31	33
YKR088C	70	62	62	70
YKR089C	211	170	170	211
YKR090W	70	63	63	70
YKR091W	116	133	133	116
YKR092C	61	63	63	61
YKR093W	56	51	51	56
YKR094C	881	881	881	881
YKR095W	135	138	138	135
YKR095W-A	19	18	18	19
YKR096W	63	76	76	63
YKR097W	7	7	7	7
YKR098C	66	50	50	66
YKR099W	23	18	18	23
YKR100C	55	57	57	55
YKR101W	16	13	13	16
YKR102W	13	16	16	13
YKR103W	6	7	7	6
YKR104W	3	1	1	3
YKR105C	6	1	1	6
YKR106W	1	6	6	1
YLL067C	46	51	51	46
YLL067W-A	0	1	1	0
YLL066W-B	0	0	0	0
YLL066C	46	52	52	46
YLL066W-A	0	1	1	0
YLL065W	0	0	0	0
YLL064C	1	0	0	1
YLL063C	18	16	16	18
YLL062C	15	18	18	15
YLL061W	64	59	59	64
YLL060C	28	44	44	28
YLL059C	1	3	3	1
YLL058W	55	49	49	55
YLL057C	13	12	12	13
YLL056C	17	10	10	17
YLL055W	31	32	32	31
YLL054C	19	12	12	19
YLL053C	20	13	13	20
YLL052C	20	17	17	20
YLL051C	94	81	81	94
YLL050C	376	350	350	376
YLL049W	23	20	20	23
YLL048C	174	188	188	174
YLL047W	1	0	0	1
YLL046C	1	0	0	1
YLL045C	1917	1953	1953	1917
YLL044W	894	927	927	894
YLL043W	232	238	238	232
YLL042C	2	3	3	2
YLL041C	126	129	129	126
YLL040C	189	190	190	189
YLL039C	366	361	361	366
YLL038C	22	23	23	22
YLL037W	18	21	21	18
YLL036C	83	74	74	83
YLL035W	13	14	14	13
YLL034C	28	40	40	28
YLL033W	6	6	6	6
YLL032C	24	18	18	24
YLL031C	64	69	69	64
YLL030C	0	1	1	0
YLL029W	175	170	170	175
YLL028W	68	51	51	68
YLL027W	121	104	104	121
YLL026W	1232	1247	1247	1232
tP(UGG)L	0	0	0	0
YLL025W	4	6	6	4
YLL024C	967	1041	1041	967
YLL023C	122	110	110	122
YLL022C	46	57	57	46
YLL021W	123	103	103	123
YLL020C	18	15	15	18
YLL019C	96	99	99	96
YLL019W-A	4	2	2	4
YLL018C-A	54	50	50	54
YLL018C	576	527	527	576
YLL017W	5	4	4	5
YLL016W	31	25	25	31
YLL015W	138	140	140	138
YLL014W	38	50	50	38
YLL013C	37	51	51	37
YLL012W	48	67	67	48
YLL011W	26	18	18	26
YLL010C	90	74	74	90
YLL009C	46	44	44	46
YLL008W	71	62	62	71
YLL007C	9	24	24	9
YLL006W-A	0	0	0	0
YLL006W	16	26	26	16
YLL005C	16	16	16	16
YLL004W	9	10	10	9
YLL003W	29	26	26	29
YLL002W	11	8	8	11
YLL001W	77	70	70	77
YLR001C	51	35	35	51
YLR002C	34	29	29	34
YLR003C	11	8	8	11
YLR004C	15	10	10	15
YLR005W	48	65	65	48
YLR006C	95	93	93	95
YLR007W	39	39	39	39
YLR008C	30	27	27	30
YLR009W	35	55	55	35
YLR010C	8	5	5	8
tS(AGA)L	0	0	0	0
YLR011W	37	24	24	37
YLR012C	0	0	0	0
YLR013W	0	0	0	0
YLR014C	7	8	8	7
YLR015W	22	21	21	22
YLR016C	37	37	37	37
YLR017W	68	70	70	68
YLR018C	40	57	57	40
YLR019W	159	156	156	159
YLR020C	55	52	52	55
YLR021W	45	29	29	45
YLR022C	18	20	20	18
YLR023C	77	71	71	77
YLR024C	43	47	47	43
YLR025W	163	197	197	163
YLR026C	63	61	61	63
YLR027C	422	432	432	422
snR30	32	36	36	32
YLR028C	437	432	432	437
YLR029C	1652	1673	1673	1652
YLR030W	13	10	10	13
YLR031W	4	2	2	4
YLR032W	32	29	29	32
YLR033W	55	40	40	55
YLR034C	56	70	70	56
YLR035C	15	16	16	15
tA(UGC)L	0	0	0	0
YLR035C-A	0	0	0	0
YLR036C	19	9	9	19
YLR037C	9	15	15	9
YLR038C	38	28	28	38
YLR039C	25	29	29	25
YLR040C	27	18	18	27
YLR041W	6	7	7	6
YLR042C	5	2	2	5
YLR043C	223	195	195	223
YLR044C	14766	14870	14870	14766
YLR045C	67	77	77	67
YLR046C	18	15	15	18
YLR047C	20	18	18	20
YLR048W	1052	1174	1174	1052
YLR049C	21	23	23	21
YLR050C	51	50	50	51
YLR051C	19	13	13	19
YLR052W	36	38	38	36
YLR053C	1	4	4	1
YLR054C	11	10	10	11
YLR055C	116	114	114	116
YLR056W	466	479	479	466
YLR057W	19	36	36	19
YLR058C	947	1012	1012	947
YLR059C	78	78	78	78
YLR060W	369	373	373	369
YLR061W	1230	1251	1251	1230
YLR062C	1076	1120	1120	1076
YLR063W	4	2	2	4
YLR064W	32	38	38	32
YLR065C	88	86	86	88
YLR066W	72	58	58	72
YLR067C	16	26	26	16
YLR068W	7	13	13	7
YLR069C	106	131	131	106
YLR070C	22	30	30	22
YLR071C	51	61	61	51
YLR072W	118	102	102	118
YLR073C	5	4	4	5
YLR074C	83	85	85	83
YLR075W	3125	3098	3098	3125
YLR076C	2275	2257	2257	2275
YLR077W	61	72	72	61
YLR078C	50	34	34	50
YLR079W	73	78	78	73
YLR080W	28	26	26	28
YLR081W	19	16	16	19
YLR082C	10	10	10	10
YLR083C	145	140	140	145
YLR084C	33	46	46	33
YLR085C	46	64	64	46
YLR086W	65	54	54	65
YLR087C	50	38	38	50
YLR088W	43	45	45	43
YLR089C	272	269	269	272
YLR090W	81	67	67	81
YLR091W	29	22	22	29
YLR092W	49	38	38	49
YLR093C	101	119	119	101
YLR094C	53	57	57	53
YLR095C	91	93	93	91
YLR096W	88	101	101	88
YLR097C	25	32	32	25
YLR098C	17	21	21	17
YLR099C	93	76	76	93
YLR099W-A	73	72	72	73
YLR100W	163	176	176	163
YLR101C	61	60	60	61
YLR102C	24	23	23	24
YLR103C	12	19	19	12
YLR104W	28	28	28	28
YLR105C	40	39	39	40
snR79	0	0	0	0
YLR106C	277	289	289	277
YLR107W	38	29	29	38
snR6	0	0	0	0
YLR108C	22	20	20	22
YLR109W	3142	3021	3021	3142
YLR110C	8899	8842	8842	8899
YLR111W	2	0	0	2
YLR112W	6	5	5	6
YLR113W	377	386	386	377
tR(ACG)L	0	0	0	0
YLR114C	142	143	143	142
YLR115W	40	39	39	40
YLR116W	67	52	52	67
YLR117C	37	39	39	37
YLR118C	54	49	49	54
YLR119W	8	12	12	8
YLR120C	293	337	337	293
YLR120W-A	9	11	11	9
YLR121C	224	221	221	224
YLR122C	14	8	8	14
YLR123C	11	10	10	11
YLR124W	2	3	3	2
YLR125W	3	2	2	3
YLR126C	27	27	27	27
YLR127C	32	27	27	32
YLR128W	23	26	26	23
YLR129W	51	45	45	51
YLR130C	135	115	115	135
YLR131C	76	71	71	76
YLR132C	8	28	28	8
YLR133W	89	76	76	89
YLR134W	32	27	27	32
YLR135W	15	14	14	15
YLR136C	37	25	25	37
YLR137W	29	25	25	29
YLR138W	222	240	240	222
YLR139C	21	29	29	21
YLR140W	7	7	7	7
YLR141W	39	25	25	39
YLR142W	27	20	20	27
tD(GUC)L1	0	0	0	0
YLR143W	23	35	35	23
YLR144C	39	41	41	39
YLR145W	9	8	8	9
YLR146C	38	38	38	38
YLR146W-A	9	9	9	9
YLR147C	30	27	27	30
YLR148W	25	23	23	25
YLR149C	73	73	73	73
YLR149C-A	73	61	61	73
YLR150W	2193	2187	2187	2193
YLR151C	30	24	24	30
YLR152C	52	55	55	52
YLR153C	434	457	457	434
YLR154C	23	22	22	23
tQ(UUG)L	0	0	0	0
RDN37-1	25	18	18	25
RDN25-1	11	13	13	11
YLR154W-A	0	0	0	0
YLR154W-B	0	1	1	0
YLR154W-C	0	2	2	0
RDN58-1	0	0	0	0
YLR154W-E	0	0	0	0
YLR154W-F	0	0	0	0
RDN18-1	14	5	5	14
RDN5-1	0	0	0	0
RDN37-2	4	3	3	4
RDN25-2	2	2	2	2
YLR154C-G	0	0	0	0
RDN58-2	0	0	0	0
RDN18-2	2	1	1	2
RDN5-2	0	0	0	0
YLR154C-H	0	0	0	0
YLR155C	0	0	0	0
YLR156W	0	0	0	0
RDN5-3	0	0	0	0
YLR156C-A	0	0	0	0
YLR157C	0	0	0	0
YLR157W-D	0	0	0	0
YLR157C-B	0	2	2	0
YLR157C-A	0	1	1	0
YLR157W-E	0	0	0	0
RDN5-4	0	0	0	0
YLR157C-C	0	0	0	0
YLR158C	0	1	1	0
YLR159W	0	0	0	0
RDN5-5	0	0	0	0
YLR159C-A	0	0	0	0
YLR160C	2	2	2	2
YLR161W	0	0	0	0
RDN5-6	0	0	0	0
YLR162W	0	1	1	0
YLR162W-A	0	1	1	0
YLR163C	65	59	59	65
YLR163W-A	5	5	5	5
YLR164W	19	23	23	19
YLR165C	11	15	15	11
YLR166C	43	36	36	43
YLR167W	4434	4548	4548	4434
YLR168C	20	21	21	20
YLR169W	20	37	37	20
YLR170C	49	55	55	49
YLR171W	41	35	35	41
YLR172C	128	116	116	128
YLR173W	71	51	51	71
YLR174W	14	11	11	14
YLR175W	412	442	442	412
YLR176C	36	37	37	36
YLR177W	225	234	234	225
YLR178C	184	173	173	184
YLR179C	428	389	389	428
YLR180W	636	693	693	636
YLR181C	58	58	58	58
YLR182W	63	49	49	63
YLR183C	20	23	23	20
YLR184W	0	0	0	0
YLR185W	519	523	523	519
YLR186W	56	48	48	56
YLR187W	28	31	31	28
YLR188W	86	72	72	86
YLR189C	89	84	84	89
YLR190W	61	47	47	61
YLR191W	25	30	30	25
YLR192C	292	284	284	292
YLR193C	19	22	22	19
YLR194C	572	607	607	572
YLR195C	77	60	60	77
YLR196W	122	128	128	122
YLR197W	235	265	265	235
YLR198C	35	51	51	35
YLR199C	34	29	29	34
YLR200W	36	28	28	36
YLR201C	41	39	39	41
YLR202C	7	16	16	7
YLR203C	118	138	138	118
YLR204W	106	94	94	106
YLR205C	18	19	19	18
YLR206W	282	296	296	282
YLR207W	85	92	92	85
YLR208W	222	208	208	222
YLR209C	58	64	64	58
YLR210W	17	9	9	17
YLR211C	7	16	16	7
YLR212C	33	38	38	33
YLR213C	9	9	9	9
YLR214W	160	136	136	160
YLR215C	15	17	17	15
YLR216C	247	243	243	247
YLR217W	48	36	36	48
YLR218C	72	99	99	72
YLR219W	133	158	158	133
YLR220W	128	122	122	128
YLR221C	57	62	62	57
YLR222C	27	40	40	27
YLR222C-A	4	1	1	4
YLR223C	33	29	29	33
YLR224W	105	106	106	105
YLR225C	117	111	111	117
YLR226W	11	10	10	11
YLR227C	20	21	21	20
tL(UAG)L1	0	0	0	0
YLR227W-B	15	9	9	15
YLR227W-A	0	0	0	0
YLR228C	116	125	125	116
YLR229C	229	217	217	229
YLR230W	115	121	121	115
tI(UAU)L	0	0	0	0
YLR231C	56	63	63	56
YLR232W	7	14	14	7
YLR233C	15	12	12	15
YLR234W	14	11	11	14
YLR235C	2	2	2	2
YLR236C	2	3	3	2
YLR237W	35	42	42	35
YLR238W	32	26	26	32
YLR239C	25	39	39	25
YLR240W	42	45	45	42
YLR241W	121	115	115	121
YLR242C	7	13	13	7
YLR243W	27	29	29	27
YLR244C	190	228	228	190
YLR245C	12	14	14	12
YLR246W	25	25	25	25
tL(CAA)L	0	0	0	0
YLR247C	56	69	69	56
YLR248W	217	197	197	217
YLR249W	3271	3335	3335	3271
YLR250W	102	104	104	102
YLR251W	26	25	25	26
YLR252W	13	15	15	13
YLR253W	83	79	79	83
YLR254C	31	26	26	31
YLR255C	2	2	2	2
YLR256W	297	272	272	297
YLR256W-A	4	4	4	4
tA(AGC)L	0	0	0	0
YLR257W	510	546	546	510
YLR258W	742	793	793	742
YLR259C	735	742	742	735
YLR260W	30	35	35	30
YLR261C	25	23	23	25
YLR262C	48	54	54	48
YLR262C-A	113	118	118	113
YLR263W	6	12	12	6
YLR264W	186	202	202	186
YLR264C-A	40	46	46	40
YLR265C	15	9	9	15
YLR266C	31	57	57	31
YLR267W	32	36	36	32
YLR268W	64	76	76	64
YLR269C	17	20	20	17
YLR270W	103	104	104	103
YLR271W	22	23	23	22
YLR272C	19	34	34	19
tV(AAC)L	0	0	0	0
YLR273C	5	9	9	5
YLR274W	48	48	48	48
YLR275W	7	10	10	7
YLR276C	87	106	106	87
YLR277C	35	33	33	35
YLR278C	97	105	105	97
YLR279W	9	8	8	9
YLR280C	8	10	10	8
YLR281C	11	14	14	11
YLR282C	2	1	1	2
YLR283W	18	9	9	18
YLR284C	26	26	26	26
YLR285W	50	69	69	50
YLR285C-A	17	11	11	17
YLR286C	1261	1299	1299	1261
YLR286W-A	283	274	274	283
YLR287C	16	15	15	16
YLR287C-A	445	451	451	445
YLR288C	36	31	31	36
YLR289W	18	16	16	18
YLR290C	16	20	20	16
YLR291C	59	48	48	59
YLR292C	47	56	56	47
YLR293C	723	734	734	723
YLR294C	36	31	31	36
YLR295C	54	66	66	54
YLR296W	0	0	0	0
YLR297W	15	7	7	15
YLR298C	29	32	32	29
YLR299W	136	130	130	136
YLR299C-A	20	20	20	20
YLR300W	623	689	689	623
YLR301W	156	151	151	156
tL(UAG)L2	0	0	0	0
YLR302C	0	0	0	0
YLR303W	0	0	0	0
tI(AAU)L1	0	0	0	0
YLR304C	502	487	487	502
YLR305C	116	127	127	116
YLR306W	8	10	10	8
YLR307W	2	2	2	2
YLR307C-A	0	0	0	0
YLR308W	0	0	0	0
YLR309C	79	71	71	79
YLR310C	121	111	111	121
YLR311C	0	1	1	0
YLR312C	14	9	9	14
YLR312W-A	27	28	28	27
YLR313C	5	7	7	5
YLR314C	224	214	214	224
YLR315W	14	10	10	14
YLR316C	67	54	54	67
YLR317W	28	21	21	28
YLR318W	7	9	9	7
YLR319C	34	39	39	34
YLR320W	26	24	24	26
YLR321C	33	25	25	33
YLR322W	5	5	5	5
YLR323C	11	12	12	11
YLR324W	90	86	86	90
YLR325C	598	580	580	598
YLR326W	16	13	13	16
YLR327C	536	599	599	536
tS(GCU)L	1	0	0	1
YLR328W	76	85	85	76
YLR329W	10	5	5	10
YLR330W	353	382	382	353
YLR331C	51	50	50	51
YLR332W	172	186	186	172
tD(GUC)L2	0	0	0	0
snR61	1	3	3	1
snR55	0	0	0	0
snR57	2	0	0	2
YLR333C	306	324	324	306
YLR334C	0	0	0	0
tE(UUC)L	0	0	0	0
YLR335W	132	123	123	132
YLR336C	10	9	9	10
YLR337C	330	284	284	330
YLR338W	64	61	61	64
YLR339C	1243	1186	1186	1243
YLR340W	3364	3352	3352	3364
YLR341W	1	2	2	1
YLR342W	963	1005	1005	963
YLR342W-A	3	7	7	3
YLR343W	23	21	21	23
tR(CCG)L	0	0	0	0
YLR344W	588	575	575	588
YLR345W	94	100	100	94
YLR346C	11	16	16	11
YLR347C	80	101	101	80
YLR347W-A	8	10	10	8
YLR348C	184	176	176	184
YLR349W	94	66	66	94
YLR350W	302	298	298	302
YLR351C	161	194	194	161
YLR352W	43	42	42	43
YLR353W	46	47	47	46
YLR354C	558	581	581	558
YLR355C	1079	1175	1175	1079
YLR356W	30	52	52	30
YLR357W	75	80	80	75
YLR358C	26	30	30	26
YLR359W	637	616	616	637
YLR360W	41	35	35	41
YLR361C	32	36	36	32
YLR361C-A	18	15	15	18
YLR362W	51	45	45	51
YLR363C	12	13	13	12
YLR363W-A	6	6	6	6
YLR364W	5	4	4	5
YLR365W	1	0	0	1
YLR364C-A	0	0	0	0
YLR366W	1	0	0	1
YLR367W	309	307	307	309
snR44	12	11	11	12
YLR368W	18	23	23	18
YLR369W	51	39	39	51
YLR370C	115	124	124	115
YLR371W	90	101	101	90
YLR372W	218	252	252	218
YLR373C	52	46	46	52
YLR374C	53	43	43	53
YLR375W	205	191	191	205
YLR376C	16	17	17	16
YLR377C	12	9	9	12
tK(UUU)L	0	0	0	0
YLR378C	247	237	237	247
YLR379W	37	29	29	37
YLR380W	84	79	79	84
YLR381W	14	22	22	14
YLR382C	55	64	64	55
YLR383W	39	38	38	39
YLR384C	149	174	174	149
YLR385C	2	2	2	2
YLR386W	42	44	44	42
YLR387C	117	132	132	117
YLR388W	326	324	324	326
snR34	4	4	4	4
YLR389C	128	117	117	128
YLR390W	31	33	33	31
YLR390W-A	540	602	602	540
YLR392C	35	30	30	35
