Geneid;ERR458493;ERR458494;;;;
YJL087C;16;23;;;;
YJL086C;1;1;;;;
YJL085W;28;38;;;;
YJL084C;39;37;;;;
YJL083W;35;21;;;;
YJL082W;213;224;;;;
YJL081C;78;69;;;;
YJL080C;480;401;;;;
YJL079C;250;239;;;;
YJL078C;370;355;;;;
YJL077W-B;3;1;;;;
YJL077C;15;19;;;;
YJL077W-A;4;4;;;;
YJL076W;134;135;;;;
YJL075C;25;17;;;;
YJL074C;20;19;;;;
YJL073W;24;41;;;;
YJL072C;24;20;;;;
YJL071W;27;22;;;;
YJL070C;45;47;;;;
YJL069C;34;28;;;;
YJL068C;84;93;;;;
YJL067W;48;49;;;;
YJL066C;93;79;;;;
YJL065C;40;65;;;;
YJL064W;30;53;;;;
YJL063C;103;120;;;;
YJL062W-A;78;80;;;;
YJL062W;90;89;;;;
YJL061W;56;52;;;;
YJL060W;126;101;;;;
YJL059W;28;23;;;;
YJL058C;6;16;;;;
YJL057C;49;45;;;;
YJL056C;37;26;;;;
YJL055W;189;205;;;;
YJL054W;80;79;;;;
YJL053W;75;70;;;;
YJL052C-A;0;1;;;;
YJL052W;1684;1696;;;;
YJL051W;41;33;;;;
YJL050W;111;120;;;;
YJL049W;13;20;;;;
YJL048C;53;66;;;;
YJL047C-A;1;1;;;;
snR60;0;1;;;;
YJL047C;17;35;;;;
YJL046W;21;19;;;;
tY(GUA)J1;0;0;;;;
tY(GUA)J1;0;0;;;;
tR(UCU)J1;0;0;;;;
tD(GUC)J2;0;0;;;;
YJL045W;14;6;;;;
YJL044C;62;58;;;;
YJL043W;6;8;;;;
YJL042W;169;190;;;;
YJL041W;1;1;;;;
YJL041W;119;132;;;;
YJL039C;66;63;;;;
tD(GUC)J3;0;0;;;;
tR(UCU)J2;0;0;;;;
YJL038C;2;3;;;;
YJL037W;3;1;;;;
tV(AAC)J;0;0;;;;
YJL036W;74;64;;;;
YJL035C;34;29;;;;
YJL034W;414;445;;;;
YJL033W;48;45;;;;
YJL032W;13;13;;;;
YJL031C;39;44;;;;
YJL031C;1;1;;;;
YJL030W;40;27;;;;
YJL029C;49;58;;;;
tM(CAU)J1;0;0;;;;
YJL028W;0;0;;;;
YJL027C;0;1;;;;
YJL026W;297;326;;;;
YJL026C-A;64;68;;;;
YJL025W;11;5;;;;
YJL024C;27;20;;;;
YJL024C;2;0;;;;
tG(GCC)J1;0;0;;;;
YJL023C;17;12;;;;
YJL022W;4;2;;;;
YJL020C;289;237;;;;
YJL020W-A;10;20;;;;
YJL019W;31;21;;;;
YJL016W;82;73;;;;
YJL015C;15;19;;;;
YJL014W;285;315;;;;
YJL013C;30;28;;;;
YJL012C;376;360;;;;
YJL011C;10;6;;;;
tK(CUU)J;0;0;;;;
tW(CCA)J;0;0;;;;
tW(CCA)J;0;0;;;;
YJL010C;37;36;;;;
YJL009W;102;101;;;;
YJL008C;384;369;;;;
YJL007C;0;0;;;;
tM(CAU)J2;0;0;;;;
YJL006C;7;8;;;;
tL(UAA)J;0;0;;;;
YJL005W;183;183;;;;
YJL004C;31;31;;;;
YJL003W;20;19;;;;
YJL002C;162;186;;;;
YJL001W;64;60;;;;
YJL001W;245;232;;;;
YJR001W;131;121;;;;
YJR002W;89;84;;;;
YJR003C;31;16;;;;
YJR004C;37;26;;;;
YJR005W;65;87;;;;
YJR005C-A;3;1;;;;
YJR006W;65;68;;;;
YJR007W;130;136;;;;
YJR008W;54;66;;;;
YJR009C;6271;6115;;;;
YJR010W;36;39;;;;
YJR010C-A;14;18;;;;
YJR011C;16;15;;;;
YJR012C;33;29;;;;
YJR013W;35;43;;;;
YJR014W;128;123;;;;
YJR015W;138;145;;;;
YJR016C;831;941;;;;
YJR017C;175;193;;;;
YJR018W;86;86;;;;
YJR019C;92;100;;;;
YJR020W;18;16;;;;
YJR021C;54;56;;;;
YJR021C;8;5;;;;
YJR022W;4;13;;;;
YJR023C;6;13;;;;
YJR024C;71;58;;;;
YJR025C;66;70;;;;
YJR027W;93;44;;;;
YJR026W;95;44;;;;
YJR027W;254;135;;;;
YJR029W;93;44;;;;
YJR028W;93;44;;;;
YJR029W;249;136;;;;
YJR030C;35;27;;;;
YJR031C;43;45;;;;
YJR032W;23;19;;;;
YJR033C;55;54;;;;
YJR034W;28;23;;;;
YJR035W;31;38;;;;
YJR036C;31;33;;;;
YJR037W;7;13;;;;
YJR038C;6;6;;;;
YJR039W;71;53;;;;
YJR040W;74;71;;;;
YJR041C;31;24;;;;
YJR042W;65;63;;;;
YJR043C;21;16;;;;
tM(CAU)J3;0;0;;;;
YJR044C;65;70;;;;
YJR045C;994;958;;;;
YJR046W;65;55;;;;
tS(AGA)J;1;0;;;;
YJR047C;79;94;;;;
YJR048W;20;21;;;;
YJR049C;109;86;;;;
YJR050W;15;27;;;;
YJR051W;75;90;;;;
tG(GCC)J2;0;0;;;;
YJR052W;32;36;;;;
YJR053W;4;3;;;;
YJR054W;19;21;;;;
tR(CCU)J;0;0;;;;
YJR055W;4;9;;;;
tD(GUC)J4;0;0;;;;
YJR056C;14;14;;;;
tY(GUA)J2;0;0;;;;
tY(GUA)J2;0;0;;;;
YJR057W;13;24;;;;
YJR058C;60;40;;;;
YJR059W;232;234;;;;
YJR060W;69;67;;;;
YJR061W;28;28;;;;
YJR062C;48;38;;;;
YJR063W;35;24;;;;
YJR064W;255;273;;;;
YJR065C;243;279;;;;
YJR066W;102;105;;;;
YJR067C;21;14;;;;
YJR068W;65;69;;;;
YJR069C;53;62;;;;
YJR070C;207;197;;;;
YJR071W;22;24;;;;
YJR072C;198;201;;;;
YJR073C;259;239;;;;
YJR074W;54;75;;;;
YJR075W;102;114;;;;
YJR076C;140;145;;;;
YJR077C;264;233;;;;
YJR078W;4;4;;;;
YJR079W;1;1;;;;
YJR080C;63;61;;;;
YJR079W;6;8;;;;
YJR082C;28;28;;;;
YJR083C;30;22;;;;
YJR084W;42;47;;;;
YJR085C;173;154;;;;
YJR086W;21;18;;;;
YJR087W;16;27;;;;
YJR088C;42;44;;;;
YJR089W;39;30;;;;
YJR090C;64;68;;;;
YJR091C;185;167;;;;
YJR092W;56;69;;;;
YJR093C;65;57;;;;
YJR094C;5;8;;;;
YJR094W-A;19;17;;;;
YJR094W-A;553;507;;;;
YJR095W;1;3;;;;
YJR096W;81;87;;;;
YJR097W;0;0;;;;
YJR098C;6;13;;;;
YJR099W;25;25;;;;
YJR100C;32;30;;;;
tL(UAG)J;0;0;;;;
tL(UAG)J;0;0;;;;
YJR101W;40;63;;;;
YJR102C;21;16;;;;
YJR103W;224;237;;;;
YJR104C;2209;2296;;;;
YJR105W;568;542;;;;
YJR106W;36;26;;;;
YJR107W;25;27;;;;
YJR108W;4;5;;;;
YJR109C;205;170;;;;
YJR110W;44;39;;;;
YJR111C;45;34;;;;
YJR112W;21;28;;;;
YJR112W-A;5;3;;;;
YJR112W-A;48;40;;;;
YJR113C;110;123;;;;
YJR114W;56;53;;;;
YJR115W;200;169;;;;
YJR116W;69;77;;;;
YJR117W;123;128;;;;
YJR118C;43;32;;;;
YJR119C;7;11;;;;
YJR120W;3;6;;;;
YJR121W;576;628;;;;
YJR122W;19;24;;;;
YJR123W;3257;3189;;;;
YJR124C;55;39;;;;
YJR125C;177;183;;;;
YJR126C;167;183;;;;
YJR127C;139;150;;;;
YJR128W;1;0;;;;
snR3;3;2;;;;
YJR129C;13;28;;;;
YJR130C;88;80;;;;
YJR131W;38;42;;;;
YJR132W;43;40;;;;
YJR133W;57;51;;;;
YJR134C;81;77;;;;
YJR135C;6;6;;;;
YJR135W-A;43;26;;;;
YJR136C;15;26;;;;
YJR137C;63;52;;;;
YJR138W;25;38;;;;
YJR139C;368;358;;;;
YJR140C;40;34;;;;
YJR140W-A;4;4;;;;
YJR141W;22;29;;;;
YJR142W;37;50;;;;
YJR143C;251;232;;;;
YJR144W;74;73;;;;
YJR145C;1633;1660;;;;
YJR145C;105;111;;;;
YJR146W;14;10;;;;
YJR147W;56;68;;;;
YJR148W;330;322;;;;
YJR149W;10;13;;;;
YJR150C;13;12;;;;
YJR151C;31;26;;;;
YJR151W-A;0;0;;;;
YJR152W;19;24;;;;
YJR153W;8;22;;;;
YJR154W;16;10;;;;
YJR155W;40;32;;;;
YJR156C;3;3;;;;
YJR157W;0;0;;;;
YJR158W;0;0;;;;
YJR159W;1;3;;;;
YJR160C;0;2;;;;
YJR161C;2;4;;;;
YJR162C;0;0;;;;
YKL225W;0;0;;;;
YKL224C;0;0;;;;
YKL223W;0;0;;;;
YKL222C;15;20;;;;
YKL221W;2;5;;;;
YKL220C;18;28;;;;
YKL219W;28;22;;;;
YKL218C;79;90;;;;
YKL217W;31;33;;;;
YKL216W;623;578;;;;
YKL215C;59;51;;;;
YKL214C;26;24;;;;
YKL213C;144;128;;;;
YKL212W;261;233;;;;
YKL211C;148;129;;;;
snR64;1;2;;;;
YKL210W;337;355;;;;
YKL209C;82;79;;;;
tT(CGU)K;0;0;;;;
YKL208W;18;21;;;;
YKL207W;264;244;;;;
YKL206C;41;48;;;;
YKL205W;47;41;;;;
YKL204W;109;92;;;;
YKL203C;93;99;;;;
YKL202W;4;6;;;;
YKL201C;53;42;;;;
YKL198C;137;123;;;;
YKL197C;37;43;;;;
tN(GUU)K;0;0;;;;
YKL196C;164;153;;;;
YKL195W;247;264;;;;
YKL194C;33;29;;;;
YKL193C;43;36;;;;
YKL192C;140;135;;;;
YKL191W;93;105;;;;
YKL190W;6;2;;;;
YKL190W;110;120;;;;
tL(UAA)K;0;0;;;;
YKL189W;25;23;;;;
YKL188C;24;22;;;;
YKL187C;32;42;;;;
YKL186C;58;53;;;;
YKL185W;130;114;;;;
YKL184W;114;118;;;;
YKL183C-A;0;1;;;;
YKL183W;73;91;;;;
YKL182W;951;906;;;;
YKL181W;369;369;;;;
YKL180W;564;475;;;;
YKL180W;749;686;;;;
YKL179C;75;70;;;;
YKL178C;0;0;;;;
YKL177W;0;0;;;;
YKL176C;72;82;;;;
YKL175W;110;125;;;;
YKL174C;61;52;;;;
YKL173W;56;50;;;;
YKL172W;139;126;;;;
YKL171W;62;69;;;;
YKL170W;68;80;;;;
YKL169C;62;77;;;;
YKL168C;51;64;;;;
YKL167C;29;24;;;;
YKL166C;22;15;;;;
YKL165C-A;0;1;;;;
YKL165C;39;43;;;;
tE(UUC)K;0;0;;;;
YKL164C;505;533;;;;
YKL163W;52;51;;;;
YKL162C-A;1;1;;;;
YKL162C;7;11;;;;
YKL161C;22;26;;;;
YKL160W;130;140;;;;
YKL159C;46;33;;;;
YKL157W;6;5;;;;
YKL157W;205;188;;;;
YKL156W;11;7;;;;
YKL156W;283;281;;;;
YKL156C-A;179;151;;;;
YKL155C;29;41;;;;
YKL154W;42;41;;;;
tR(UCU)K;0;0;;;;
YKL153W;6941;6971;;;;
YKL152C;8934;8852;;;;
YKL151C;150;130;;;;
YKL150W;221;229;;;;
YKL149C;16;20;;;;
YKL148C;222;213;;;;
YKL147C;19;14;;;;
YKL146W;98;135;;;;
YKL145W;482;488;;;;
YKL145W-A;52;51;;;;
YKL144C;16;17;;;;
YKL143W;60;52;;;;
YKL142W;121;141;;;;
YKL141W;82;80;;;;
YKL140W;102;108;;;;
YKL139W;28;27;;;;
YKL138C-A;34;21;;;;
YKL138C;32;26;;;;
YKL137W;25;14;;;;
YKL136W;33;21;;;;
YKL135C;94;80;;;;
YKL134C;29;14;;;;
YKL133C;23;26;;;;
YKL132C;15;15;;;;
YKL131W;4;6;;;;
YKL130C;28;27;;;;
YKL129C;144;128;;;;
YKL128C;100;97;;;;
tK(CUU)K;0;0;;;;
YKL127W;152;135;;;;
YKL126W;237;236;;;;
YKL125W;24;18;;;;
YKL124W;42;40;;;;
YKL123W;11;5;;;;
YKL122C;52;58;;;;
YKL121W;40;33;;;;
YKL120W;54;46;;;;
YKL119C;28;17;;;;
YKL118W;0;6;;;;
tA(AGC)K1;0;0;;;;
YKL117W;622;631;;;;
YKL116C;34;44;;;;
YKL115C;2;2;;;;
YKL114C;48;41;;;;
YKL113C;55;37;;;;
YKL112W;58;73;;;;
YKL111C;20;26;;;;
YKL110C;34;43;;;;
YKL109W;199;194;;;;
YKL108W;12;19;;;;
YKL107W;10;5;;;;
YKL106C-A;0;2;;;;
YKL106W;38;39;;;;
YKL105C;102;90;;;;
YKL104C;268;223;;;;
YKL103C;207;194;;;;
YKL102C;2;4;;;;
YKL101W;108;129;;;;
YKL100C;162;150;;;;
YKL100W-A;24;19;;;;
YKL099C;16;16;;;;
YKL098W;90;81;;;;
YKL097C;1;0;;;;
YKL096C-B;9;10;;;;
YKL096W-A;1446;1269;;;;
YKL096W;341;382;;;;
YKL095W;19;17;;;;
YKL094W;186;171;;;;
YKL093W;28;26;;;;
YKL092C;21;24;;;;
YKL091C;75;63;;;;
YKL090W;21;24;;;;
YKL089W;12;15;;;;
YKL088W;113;95;;;;
YKL087C;54;67;;;;
YKL086W;14;19;;;;
YKL085W;391;384;;;;
YKL084W;28;19;;;;
YKL083W;26;30;;;;
YKL082C;62;70;;;;
YKL081W;68;62;;;;
snR38;0;2;;;;
YKL081W;1077;1110;;;;
YKL080W;212;223;;;;
YKL079W;43;41;;;;
YKL078W;8;14;;;;
YKL077W;159;138;;;;
YKL076C;19;13;;;;
YKL075C;35;25;;;;
YKL074C;23;16;;;;
YKL073W;63;71;;;;
YKL072W;22;34;;;;
tW(CCA)K;0;0;;;;
tW(CCA)K;0;0;;;;
YKL071W;7;8;;;;
YKL070W;16;9;;;;
YKL069W;25;18;;;;
tV(AAC)K1;0;0;;;;
YKL068W-A;12;29;;;;
YKL068W;74;62;;;;
tH(GUG)K;0;0;;;;
YKL067W;191;210;;;;
YKL066W;17;20;;;;
YKL065W-A;0;1;;;;
YKL065C;165;180;;;;
YKL064W;214;221;;;;
YKL063C;54;40;;;;
YKL062W;197;207;;;;
YKL061W;10;10;;;;
YKL060C;17212;17231;;;;
YKL059C;44;46;;;;
YKL058W;59;61;;;;
YKL057C;61;71;;;;
YKL056C;2305;2393;;;;
YKL055C;6;7;;;;
YKL054C;328;335;;;;
YKL053C-A;66;66;;;;
YKL053W;26;20;;;;
YKL052C;70;46;;;;
YKL051W;110;118;;;;
YKL050C;9;11;;;;
YKL049C;22;32;;;;
YKL048C;18;7;;;;
YKL047W;35;29;;;;
YKL046C;257;244;;;;
YKL045W;33;47;;;;
YKL044W;3;1;;;;
YKL043W;182;189;;;;
YKL042W;17;14;;;;
YKL041W;51;34;;;;
YKL040C;45;44;;;;
YKL039W;231;225;;;;
snR69;2;0;;;;
YKL038W;128;111;;;;
YKL037W;9;12;;;;
YKL036C;39;32;;;;
YKL035W;740;736;;;;
YKL034W;65;77;;;;
YKL033W-A;141;103;;;;
YKL033W;18;18;;;;
tV(AAC)K2;0;0;;;;
YKL032C;206;209;;;;
YKL031W;5;3;;;;
YKL030W;71;80;;;;
YKL029C;230;269;;;;
YKL028W;133;123;;;;
YKL027W;58;51;;;;
YKL026C;17;15;;;;
YKL025C;62;71;;;;
YKL024C;156;151;;;;
YKL023C-A;41;30;;;;
YKL023W;70;56;;;;
YKL022C;46;40;;;;
YKL021C;56;59;;;;
YKL020C;80;80;;;;
YKL019W;131;145;;;;
YKL018C-A;42;45;;;;
YKL018W;30;25;;;;
YKL017C;45;40;;;;
YKL016C;96;110;;;;
YKL015W;63;43;;;;
YKL014C;74;60;;;;
YKL013C;145;137;;;;
YKL012W;73;40;;;;
YKL011C;6;15;;;;
YKL010C;71;92;;;;
YKL009W;70;72;;;;
YKL008C;102;104;;;;
YKL007W;134;131;;;;
YKL006C-A;10;16;;;;
YKL006C-A;1;4;;;;
snR87;0;0;;;;
YKL006W;322;351;;;;
YKL006W;513;507;;;;
YKL005C;46;45;;;;
YKL004W;121;116;;;;
YKL003C;37;28;;;;
YKL002W;2;2;;;;
YKL002W;131;108;;;;
YKL001C;35;35;;;;
YKR001C;222;219;;;;
YKR002W;66;75;;;;
YKR003W;84;67;;;;
YKR004C;8;7;;;;
YKR004C;1;1;;;;
YKR005C;1;6;;;;
YKR005C;0;0;;;;
YKR006C;47;44;;;;
YKR007W;88;86;;;;
YKR008W;39;48;;;;
YKR009C;40;39;;;;
tL(CAA)K;0;0;;;;
tL(CAA)K;0;0;;;;
YKR010C;25;22;;;;
YKR011C;54;53;;;;
YKR012C;33;35;;;;
YKR013W;297;298;;;;
YKR014C;158;168;;;;
YKR015C;15;13;;;;
YKR016W;72;71;;;;
YKR017C;29;32;;;;
YKR018C;228;207;;;;
YKR019C;39;36;;;;
YKR020W;29;25;;;;
YKR021W;56;62;;;;
YKR022C;39;47;;;;
YKR023W;39;50;;;;
YKR024C;10;21;;;;
YKR025W;61;63;;;;
YKR026C;91;80;;;;
tR(ACG)K;0;0;;;;
YKR027W;46;36;;;;
YKR028W;151;149;;;;
YKR029C;27;25;;;;
YKR030W;33;30;;;;
YKR031C;86;91;;;;
YKR032W;0;0;;;;
YKR033C;0;0;;;;
YKR034W;0;0;;;;
YKR035C;156;192;;;;
YKR035W-A;154;190;;;;
YKR036C;46;45;;;;
YKR037C;18;10;;;;
YKR038C;74;73;;;;
tD(GUC)K;0;0;;;;
YKR039W;66;68;;;;
tA(AGC)K2;0;0;;;;
YKR040C;1;2;;;;
YKR041W;4;3;;;;
YKR042W;1940;1885;;;;
YKR043C;290;346;;;;
YKR044W;50;53;;;;
YKR045C;34;23;;;;
YKR046C;133;170;;;;
YKR047W;134;133;;;;
YKR048C;398;405;;;;
YKR049C;74;69;;;;
YKR050W;96;85;;;;
YKR051W;52;38;;;;
YKR052C;48;44;;;;
YKR053C;66;65;;;;
YKR054C;53;64;;;;
YKR055W;17;16;;;;
YKR056W;31;14;;;;
YKR057W;235;222;;;;
YKR057W;1172;1103;;;;
YKR058W;224;211;;;;
YKR059W;190;160;;;;
YKR060W;6;6;;;;
YKR061W;26;22;;;;
snR42;3;2;;;;
YKR062W;51;71;;;;
YKR063C;28;16;;;;
YKR064W;30;23;;;;
YKR065C;86;83;;;;
YKR066C;292;277;;;;
YKR067W;123;119;;;;
YKR068C;61;40;;;;
YKR069W;42;42;;;;
YKR070W;70;80;;;;
YKR071C;61;64;;;;
YKR072C;187;212;;;;
YKR073C;0;1;;;;
tK(UUU)K;0;0;;;;
tK(UUU)K;1;0;;;;
YKR074W;59;38;;;;
YKR075C;358;382;;;;
YKR075W-A;108;120;;;;
YKR076W;50;59;;;;
YKR077W;16;29;;;;
YKR078W;33;32;;;;
YKR079C;25;25;;;;
YKR080W;402;438;;;;
YKR081C;67;60;;;;
YKR082W;33;46;;;;
YKR083C;23;9;;;;
YKR084C;102;87;;;;
YKR085C;52;64;;;;
YKR086W;40;22;;;;
YKR087C;31;33;;;;
YKR088C;62;70;;;;
YKR089C;170;211;;;;
YKR090W;63;70;;;;
YKR091W;133;116;;;;
YKR092C;63;61;;;;
YKR093W;51;56;;;;
YKR094C;788;790;;;;
YKR094C;93;91;;;;
YKR095W;138;135;;;;
YKR095W-A;4;4;;;;
YKR095W-A;14;15;;;;
YKR096W;76;63;;;;
YKR097W;7;7;;;;
YKR098C;50;66;;;;
YKR099W;18;23;;;;
YKR100C;57;55;;;;
YKR101W;13;16;;;;
YKR102W;16;13;;;;
YKR103W;7;6;;;;
YKR104W;1;3;;;;
YKR105C;1;6;;;;
YKR106W;6;1;;;;
YLL067C;51;46;;;;
YLL067W-A;1;0;;;;
YLL067C;0;0;;;;
YLL066W-B;0;0;;;;
YLL066C;52;46;;;;
YLL066W-A;1;0;;;;
YLL066C;0;0;;;;
YLL065W;0;0;;;;
YLL064C;0;1;;;;
YLL063C;16;18;;;;
YLL062C;18;15;;;;
YLL061W;59;64;;;;
YLL060C;44;28;;;;
YLL059C;3;1;;;;
YLL058W;49;55;;;;
YLL057C;12;13;;;;
YLL056C;10;17;;;;
YLL055W;32;31;;;;
YLL054C;12;19;;;;
YLL053C;13;20;;;;
YLL052C;17;20;;;;
YLL051C;81;94;;;;
YLL050C;326;346;;;;
YLL050C;24;30;;;;
YLL049W;20;23;;;;
YLL048C;188;174;;;;
YLL047W;0;1;;;;
YLL046C;0;1;;;;
YLL045C;1953;1917;;;;
YLL044W;927;894;;;;
YLL043W;238;232;;;;
YLL042C;3;2;;;;
YLL041C;129;126;;;;
YLL040C;190;189;;;;
YLL039C;361;366;;;;
YLL038C;23;22;;;;
YLL037W;21;18;;;;
YLL036C;74;83;;;;
YLL035W;14;13;;;;
YLL034C;40;28;;;;
YLL033W;6;6;;;;
YLL032C;18;24;;;;
YLL031C;69;64;;;;
YLL030C;1;0;;;;
YLL029W;170;175;;;;
YLL028W;51;68;;;;
YLL027W;104;121;;;;
YLL026W;1247;1232;;;;
tP(UGG)L;0;0;;;;
tP(UGG)L;0;0;;;;
YLL025W;6;4;;;;
YLL024C;1041;967;;;;
YLL023C;110;122;;;;
YLL022C;57;46;;;;
YLL021W;103;123;;;;
YLL020C;15;18;;;;
YLL019C;99;96;;;;
YLL019W-A;2;4;;;;
YLL018C-A;50;54;;;;
YLL018C;527;576;;;;
YLL017W;4;5;;;;
YLL016W;25;31;;;;
YLL015W;140;138;;;;
YLL014W;50;38;;;;
YLL013C;51;37;;;;
YLL012W;67;48;;;;
YLL011W;18;26;;;;
YLL010C;74;90;;;;
YLL009C;44;46;;;;
YLL008W;62;71;;;;
YLL007C;24;9;;;;
YLL006W-A;0;0;;;;
YLL006W;26;16;;;;
YLL005C;16;16;;;;
YLL004W;10;9;;;;
YLL003W;26;29;;;;
YLL002W;8;11;;;;
YLL001W;70;77;;;;
YLR001C;35;51;;;;
YLR002C;29;34;;;;
YLR003C;8;11;;;;
YLR004C;10;15;;;;
YLR005W;65;48;;;;
YLR006C;93;95;;;;
YLR007W;39;39;;;;
YLR008C;27;30;;;;
YLR009W;55;35;;;;
YLR010C;5;8;;;;
tS(AGA)L;0;0;;;;
YLR011W;24;37;;;;
YLR012C;0;0;;;;
YLR013W;0;0;;;;
YLR014C;8;7;;;;
YLR015W;21;22;;;;
YLR016C;37;37;;;;
YLR017W;70;68;;;;
YLR018C;57;40;;;;
YLR019W;156;159;;;;
YLR020C;52;55;;;;
YLR021W;29;45;;;;
YLR022C;20;18;;;;
YLR023C;71;77;;;;
YLR024C;47;43;;;;
YLR025W;197;163;;;;
YLR026C;61;63;;;;
YLR027C;432;422;;;;
snR30;36;32;;;;
YLR028C;432;437;;;;
YLR029C;1673;1652;;;;
YLR030W;10;13;;;;
YLR031W;2;4;;;;
YLR032W;29;32;;;;
YLR033W;40;55;;;;
YLR034C;70;56;;;;
YLR035C;16;15;;;;
tA(UGC)L;0;0;;;;
YLR035C-A;0;0;;;;
YLR036C;9;19;;;;
YLR037C;15;9;;;;
YLR038C;28;38;;;;
YLR039C;29;25;;;;
YLR040C;18;27;;;;
YLR041W;7;6;;;;
YLR042C;2;5;;;;
YLR043C;195;223;;;;
YLR044C;14870;14766;;;;
YLR045C;77;67;;;;
YLR046C;15;18;;;;
YLR047C;18;20;;;;
YLR048W;132;109;;;;
YLR048W;1042;943;;;;
YLR049C;23;21;;;;
YLR050C;50;51;;;;
YLR051C;13;19;;;;
YLR052W;38;36;;;;
YLR053C;4;1;;;;
YLR054C;10;11;;;;
YLR054C;0;0;;;;
YLR055C;114;116;;;;
YLR056W;479;466;;;;
YLR057W;36;19;;;;
YLR058C;1012;947;;;;
YLR059C;78;78;;;;
YLR060W;373;369;;;;
YLR061W;131;156;;;;
YLR062C;1120;1076;;;;
YLR061W;1120;1074;;;;
YLR063W;2;4;;;;
YLR064W;38;32;;;;
YLR065C;86;88;;;;
YLR066W;58;72;;;;
YLR067C;26;16;;;;
YLR068W;13;7;;;;
YLR069C;131;106;;;;
YLR070C;30;22;;;;
YLR071C;61;51;;;;
YLR072W;102;118;;;;
YLR073C;4;5;;;;
YLR074C;85;83;;;;
YLR075W;3098;3125;;;;
YLR076C;2257;2275;;;;
YLR077W;72;61;;;;
YLR078C;34;49;;;;
YLR078C;0;1;;;;
YLR079W;78;73;;;;
YLR080W;26;28;;;;
YLR081W;16;19;;;;
YLR082C;10;10;;;;
YLR083C;140;145;;;;
YLR084C;46;33;;;;
YLR085C;64;46;;;;
YLR086W;54;65;;;;
YLR087C;38;50;;;;
YLR088W;45;43;;;;
YLR089C;269;272;;;;
YLR090W;67;81;;;;
YLR091W;22;29;;;;
YLR092W;38;49;;;;
YLR093C;116;95;;;;
YLR093C;3;6;;;;
YLR094C;57;53;;;;
YLR095C;93;91;;;;
YLR096W;101;88;;;;
YLR097C;32;25;;;;
YLR098C;21;17;;;;
YLR099C;76;93;;;;
YLR099W-A;72;73;;;;
YLR100W;176;163;;;;
YLR101C;60;61;;;;
YLR102C;23;24;;;;
YLR103C;19;12;;;;
YLR104W;28;28;;;;
YLR105C;39;40;;;;
snR79;0;0;;;;
YLR106C;289;277;;;;
YLR107W;29;38;;;;
snR6;0;0;;;;
YLR108C;20;22;;;;
YLR109W;3021;3142;;;;
YLR110C;8842;8899;;;;
YLR111W;0;2;;;;
YLR112W;5;6;;;;
YLR113W;386;377;;;;
tR(ACG)L;0;0;;;;
YLR114C;143;142;;;;
YLR115W;39;40;;;;
YLR116W;52;67;;;;
YLR117C;39;37;;;;
YLR118C;49;54;;;;
YLR119W;12;8;;;;
YLR120C;337;293;;;;
YLR120W-A;11;9;;;;
YLR121C;221;224;;;;
YLR122C;8;14;;;;
YLR123C;10;11;;;;
YLR124W;3;2;;;;
YLR125W;2;3;;;;
YLR126C;27;27;;;;
YLR127C;27;32;;;;
YLR128W;0;0;;;;
YLR128W;26;23;;;;
YLR129W;45;51;;;;
YLR130C;115;135;;;;
YLR131C;71;76;;;;
YLR132C;28;8;;;;
YLR133W;76;89;;;;
YLR134W;27;32;;;;
YLR135W;14;15;;;;
YLR136C;25;37;;;;
YLR137W;25;29;;;;
YLR138W;240;222;;;;
YLR139C;29;21;;;;
YLR140W;7;7;;;;
YLR141W;25;39;;;;
YLR142W;20;27;;;;
tD(GUC)L1;0;0;;;;
YLR143W;35;23;;;;
YLR144C;41;39;;;;
YLR145W;8;9;;;;
YLR146C;38;38;;;;
YLR146W-A;9;9;;;;
YLR147C;27;30;;;;
YLR148W;23;25;;;;
YLR149C;73;73;;;;
YLR149C-A;61;73;;;;
YLR150W;2187;2193;;;;
YLR151C;24;30;;;;
YLR152C;55;52;;;;
YLR153C;457;434;;;;
YLR154C;22;23;;;;
tQ(UUG)L;0;0;;;;
RDN37-1;13;11;;;;
RDN25-1;13;11;;;;
YLR154W-A;0;0;;;;
YLR154W-B;1;0;;;;
YLR154W-C;2;0;;;;
RDN37-1;0;0;;;;
RDN58-1;0;0;;;;
YLR154W-E;0;0;;;;
YLR154W-F;0;0;;;;
RDN37-1;5;14;;;;
RDN18-1;5;14;;;;
RDN5-1;0;0;;;;
RDN37-2;2;2;;;;
RDN25-2;2;2;;;;
YLR154C-G;0;0;;;;
RDN37-2;0;0;;;;
RDN58-2;0;0;;;;
RDN37-2;1;2;;;;
RDN18-2;1;2;;;;
RDN5-2;0;0;;;;
YLR154C-H;0;0;;;;
YLR155C;0;0;;;;
YLR156W;0;0;;;;
RDN5-3;0;0;;;;
YLR156C-A;0;0;;;;
YLR157C;0;0;;;;
YLR157W-D;0;0;;;;
YLR157C-B;1;0;;;;
YLR157C-A;1;0;;;;
YLR157C-B;1;0;;;;
YLR157W-E;0;0;;;;
RDN5-4;0;0;;;;
YLR157C-C;0;0;;;;
YLR158C;1;0;;;;
YLR159W;0;0;;;;
RDN5-5;0;0;;;;
YLR159C-A;0;0;;;;
YLR160C;2;2;;;;
YLR161W;0;0;;;;
RDN5-6;0;0;;;;
YLR162W;1;0;;;;
YLR162W-A;1;0;;;;
YLR163C;59;65;;;;
