Geneid;ERR458493;ERR458494;;;;
YGL066W;56;74;;;;
YGL065C;30;31;;;;
YGL064C;17;14;;;;
YGL063W;34;44;;;;
YGL063C-A;3;9;;;;
YGL062W;178;149;;;;
YGL061C;7;17;;;;
YGL060W;32;23;;;;
YGL059W;44;39;;;;
YGL058W;44;40;;;;
YGL057C;10;9;;;;
YGL056C;76;90;;;;
YGL055W;943;939;;;;
YGL054C;79;73;;;;
tE(UUC)G2;0;0;;;;
YGL053W;21;22;;;;
YGL052W;7;6;;;;
YGL051W;8;7;;;;
tR(UCU)G1;0;0;;;;
YGL050W;22;38;;;;
YGL049C;118;153;;;;
YGL048C;323;293;;;;
YGL047W;49;47;;;;
tV(AAC)G1;0;0;;;;
YGL045W;32;26;;;;
YGL044C;57;50;;;;
YGL043W;71;84;;;;
YGL042C;30;20;;;;
YGL041C-B;6;2;;;;
YGL041W-A;28;16;;;;
YGL041C;17;11;;;;
YGL040C;177;207;;;;
tL(CAA)G2;0;0;;;;
tL(CAA)G2;0;0;;;;
YGL039W;76;72;;;;
YGL038C;107;99;;;;
YGL037C;1162;1137;;;;
YGL036W;114;105;;;;
YGL035C;169;124;;;;
YGL034C;0;3;;;;
YGL033W;0;0;;;;
YGL033W;0;2;;;;
YGL032C;24;17;;;;
YGL031C;586;595;;;;
YGL030W;133;144;;;;
YGL030W;2452;2306;;;;
YGL029W;25;21;;;;
tF(GAA)G;0;0;;;;
tF(GAA)G;0;0;;;;
YGL028C;131;112;;;;
YGL027C;170;168;;;;
YGL026C;421;399;;;;
YGL025C;65;64;;;;
YGL024W;18;12;;;;
YGL023C;195;195;;;;
YGL022W;431;454;;;;
YGL021W;30;32;;;;
YGL020C;69;89;;;;
YGL019W;163;162;;;;
YGL018C;25;17;;;;
YGL017W;49;41;;;;
YGL016W;31;35;;;;
YGL015C;0;1;;;;
YGL014W;128;114;;;;
YGL014C-A;5;6;;;;
YGL013C;49;39;;;;
YGL012W;434;437;;;;
YGL011C;279;276;;;;
YGL010W;17;23;;;;
YGL009C;325;325;;;;
YGL008C;3008;2941;;;;
YGL007C-A;0;0;;;;
YGL007W;3;1;;;;
YGL006W-A;0;2;;;;
YGL006W;276;267;;;;
YGL005C;20;37;;;;
YGL004C;36;37;;;;
YGL003C;75;73;;;;
YGL002W;37;44;;;;
YGL001C;174;152;;;;
YGR001C;13;17;;;;
YGR001C;30;23;;;;
YGR001C;4;2;;;;
YGR002C;18;20;;;;
YGR003W;15;10;;;;
YGR004W;28;28;;;;
YGR005C;144;129;;;;
YGR006W;13;13;;;;
YGR007W;105;101;;;;
YGR008C;491;429;;;;
YGR009C;130;101;;;;
YGR010W;54;49;;;;
YGR011W;22;20;;;;
YGR012W;40;32;;;;
YGR013W;61;53;;;;
YGR014W;120;121;;;;
YGR015C;11;18;;;;
YGR016W;9;4;;;;
YGR017W;124;149;;;;
YGR018C;71;90;;;;
YGR019W;158;152;;;;
YGR020C;200;184;;;;
YGR021W;57;72;;;;
YGR022C;20;12;;;;
YGR023W;81;66;;;;
tD(GUC)G1;0;0;;;;
YGR024C;52;49;;;;
YGR025W;1;0;;;;
YGR026W;122;111;;;;
YGR027C;1096;1053;;;;
YGR027W-B;0;0;;;;
YGR027W-A;0;0;;;;
YGR027W-B;0;0;;;;
tE(UUC)G3;0;0;;;;
YGR028W;52;51;;;;
YGR029W;5;11;;;;
YGR029W;46;55;;;;
tD(GUC)G2;0;0;;;;
snR46;3;3;;;;
YGR030C;6;6;;;;
YGR031W;90;83;;;;
YGR031C-A;40;39;;;;
YGR032W;300;276;;;;
YGR033C;44;39;;;;
YGR034W;125;116;;;;
YGR034W;929;982;;;;
YGR035C;35;65;;;;
YGR035W-A;5;3;;;;
YGR036C;20;25;;;;
YGR037C;234;192;;;;
YGR038W;36;33;;;;
tS(AGA)G;0;0;;;;
YGR038C-B;7;0;;;;
YGR038C-A;1;0;;;;
YGR038C-B;1;0;;;;
YGR039W;1;0;;;;
YGR040W;39;27;;;;
YGR041W;62;57;;;;
YGR042W;42;44;;;;
YGR043C;17;16;;;;
YGR044C;80;78;;;;
YGR045C;0;1;;;;
YGR046W;37;40;;;;
YGR047C;21;31;;;;
YGR048W;69;60;;;;
YGR049W;38;40;;;;
YGR050C;10;9;;;;
YGR051C;11;6;;;;
YGR052W;17;20;;;;
YGR053C;14;8;;;;
YGR054W;134;138;;;;
YGR055W;284;275;;;;
YGR056W;44;39;;;;
YGR057C;15;12;;;;
YGR058W;21;16;;;;
YGR059W;2;1;;;;
snR48;0;1;;;;
YGR060W;347;338;;;;
YGR061C;697;648;;;;
YGR062C;33;31;;;;
YGR063C;81;76;;;;
YGR064W;56;45;;;;
YGR065C;44;52;;;;
YGR066C;6;12;;;;
YGR067C;13;7;;;;
YGR068C;61;48;;;;
YGR068W-A;6;5;;;;
YGR069W;1;0;;;;
YGR070W;79;88;;;;
YGR071C;27;27;;;;
YGR072W;28;39;;;;
YGR073C;37;38;;;;
YGR074W;45;55;;;;
YGR075C;26;24;;;;
YGR076C;28;16;;;;
YGR077C;29;48;;;;
YGR078C;30;41;;;;
YGR079W;16;12;;;;
YGR080W;68;83;;;;
YGR081C;12;17;;;;
YGR082W;104;109;;;;
YGR083C;85;78;;;;
YGR084C;50;37;;;;
YGR085C;243;208;;;;
YGR086C;916;839;;;;
YGR087C;4;1;;;;
YGR088W;45;49;;;;
YGR089W;43;24;;;;
tT(UGU)G1;0;0;;;;
YGR090W;80;60;;;;
YGR091W;13;11;;;;
YGR092W;51;58;;;;
YGR093W;37;35;;;;
YGR094W;679;651;;;;
YGR095C;69;62;;;;
YGR096W;21;22;;;;
YGR097W;251;245;;;;
YGR098C;20;28;;;;
YGR099W;23;27;;;;
YGR100W;103;85;;;;
YGR101W;47;41;;;;
YGR102C;23;24;;;;
YGR103W;214;218;;;;
YGR104C;25;16;;;;
YGR105W;65;72;;;;
YGR106C;222;209;;;;
tL(GAG)G;0;0;;;;
tK(UUU)G2;0;0;;;;
tK(UUU)G2;0;0;;;;
YGR107W;1;1;;;;
YGR108W;41;38;;;;
YGR109C;2;2;;;;
tC(GCA)G;0;0;;;;
YGR109W-B;3;6;;;;
YGR109W-A;4;6;;;;
YGR109W-B;15;9;;;;
YGR110W;5;8;;;;
YGR111W;35;39;;;;
YGR112W;42;48;;;;
YGR113W;36;30;;;;
YGR114C;15;10;;;;
YGR115C;26;20;;;;
YGR116W;177;177;;;;
YGR117C;42;38;;;;
YGR118W;132;120;;;;
YGR118W;686;758;;;;
YGR119C;106;86;;;;
YGR120C;8;15;;;;
tN(GUU)G;0;0;;;;
YGR121C;79;79;;;;
YGR121W-A;0;0;;;;
YGR122W;35;29;;;;
YGR122C-A;2;1;;;;
tR(UCU)G3;0;0;;;;
YGR123C;34;44;;;;
tI(AAU)G;0;0;;;;
YGR124W;965;973;;;;
YGR125W;93;66;;;;
YGR126W;6;5;;;;
YGR127W;36;38;;;;
YGR128C;22;28;;;;
YGR129W;8;4;;;;
YGR130C;341;327;;;;
YGR131W;12;12;;;;
YGR132C;191;204;;;;
YGR133W;20;24;;;;
YGR134W;53;60;;;;
YGR135W;304;301;;;;
YGR136W;193;180;;;;
YGR137W;133;121;;;;
YGR138C;53;82;;;;
YGR139W;2;0;;;;
YGR140W;18;19;;;;
YGR141W;74;71;;;;
YGR142W;16;13;;;;
tA(AGC)G;0;0;;;;
YGR143W;124;134;;;;
tG(UCC)G;0;0;;;;
YGR144W;4;8;;;;
YGR145W;64;56;;;;
YGR146C;70;65;;;;
YGR146C-A;0;0;;;;
YGR147C;94;115;;;;
YGR148C;386;436;;;;
YGR149W;47;47;;;;
YGR150C;36;32;;;;
tA(UGC)G;0;0;;;;
YGR151C;26;24;;;;
YGR152C;55;46;;;;
YGR153W;9;10;;;;
YGR154C;21;17;;;;
YGR155W;557;549;;;;
YGR156W;32;42;;;;
YGR157W;173;170;;;;
YGR158C;28;34;;;;
YGR159C;579;558;;;;
YGR160W;122;106;;;;
YGR161C;236;267;;;;
YGR161W-C;40;37;;;;
YGR161W-B;0;0;;;;
YGR161W-A;0;0;;;;
YGR161W-B;0;0;;;;
YGR161C-D;3;2;;;;
YGR161C-C;0;0;;;;
YGR161C-D;0;0;;;;
tV(AAC)G2;0;0;;;;
YGR162W;267;268;;;;
YGR163W;52;52;;;;
YGR164W;2;1;;;;
tR(UCU)G2;0;0;;;;
YGR165W;51;42;;;;
YGR166W;49;33;;;;
YGR167W;221;242;;;;
YGR168C;21;21;;;;
YGR169C;26;24;;;;
YGR169C-A;41;39;;;;
YGR170W;70;106;;;;
YGR171C;14;21;;;;
YGR172C;41;40;;;;
YGR173W;29;35;;;;
tG(GCC)G1;0;0;;;;
YGR174C;45;45;;;;
YGR174W-A;2;2;;;;
YGR175C;305;270;;;;
YGR176W;17;24;;;;
YGR177C;30;46;;;;
YGR178C;278;233;;;;
YGR179C;34;15;;;;
YGR180C;559;510;;;;
tL(CAA)G3;0;0;;;;
tL(CAA)G3;0;0;;;;
YGR181W;65;64;;;;
YGR182C;52;41;;;;
YGR183C;45;33;;;;
YGR183C;5;2;;;;
YGR184C;141;148;;;;
YGR185C;261;232;;;;
YGR186W;209;172;;;;
YGR187C;30;26;;;;
YGR188C;4;5;;;;
tK(CUU)G3;0;0;;;;
YGR189C;604;635;;;;
tW(CCA)G2;0;0;;;;
tW(CCA)G2;0;0;;;;
YGR190C;17;25;;;;
YGR191W;138;144;;;;
YGR192C;25209;24710;;;;
YGR193C;120;106;;;;
YGR194C;51;40;;;;
YGR195W;49;51;;;;
YGR196C;72;71;;;;
YGR197C;24;29;;;;
YGR198W;65;67;;;;
YGR199W;51;44;;;;
YGR200C;68;59;;;;
YGR201C;22;23;;;;
YGR202C;100;105;;;;
YGR203W;38;28;;;;
YGR204W;1079;1053;;;;
YGR204C-A;5;6;;;;
YGR205W;67;65;;;;
YGR206W;11;11;;;;
YGR207C;54;56;;;;
YGR208W;119;125;;;;
YGR209C;413;378;;;;
YGR210C;147;142;;;;
YGR211W;92;86;;;;
YGR212W;13;7;;;;
YGR213C;16;23;;;;
YGR214W;153;155;;;;
YGR214W;1083;1150;;;;
YGR215W;14;26;;;;
YGR216C;33;32;;;;
YGR217W;29;34;;;;
tG(GCC)G2;0;0;;;;
YGR218W;125;149;;;;
YGR219W;36;28;;;;
YGR220C;62;54;;;;
YGR221C;30;41;;;;
snR7-L;0;0;;;;
snR7-S;0;0;;;;
YGR222W;23;26;;;;
YGR223C;64;74;;;;
YGR224W;43;42;;;;
YGR225W;1;0;;;;
YGR225W;3;3;;;;
YGR226C;2;1;;;;
YGR227W;35;38;;;;
YGR228W;30;35;;;;
YGR229C;131;127;;;;
YGR230W;8;14;;;;
YGR231C;237;219;;;;
YGR232W;68;46;;;;
YGR233C;86;93;;;;
YGR234W;529;534;;;;
YGR235C;43;52;;;;
YGR236C;2;1;;;;
YGR237C;110;101;;;;
YGR238C;35;24;;;;
YGR239C;12;14;;;;
YGR240C;1154;1116;;;;
YGR240C-A;2;3;;;;
YGR241C;148;162;;;;
YGR242W;7;15;;;;
YGR243W;63;71;;;;
YGR244C;267;254;;;;
YGR245C;137;148;;;;
YGR246C;46;63;;;;
YGR247W;43;53;;;;
YGR248W;81;68;;;;
YGR249W;65;55;;;;
YGR250C;146;146;;;;
YGR251W;15;15;;;;
YGR252W;36;59;;;;
YGR253C;287;296;;;;
YGR254W;4158;4210;;;;
YGR255C;82;93;;;;
tT(UGU)G2;1;0;;;;
YGR256W;9;18;;;;
YGR257C;91;86;;;;
YGR258C;58;71;;;;
YGR259C;79;51;;;;
YGR260W;310;308;;;;
YGR261C;82;89;;;;
YGR262C;71;70;;;;
YGR263C;16;24;;;;
YGR264C;283;285;;;;
YGR265W;13;10;;;;
YGR266W;69;68;;;;
YGR267C;197;201;;;;
YGR268C;114;109;;;;
YGR269W;4;10;;;;
YGR270W;137;126;;;;
YGR270C-A;2;7;;;;
YGR271W;60;82;;;;
YGR271C-A;10;10;;;;
YGR273C;0;0;;;;
YGR274C;49;48;;;;
YGR275W;44;51;;;;
YGR276C;78;48;;;;
YGR277C;63;72;;;;
YGR278W;25;15;;;;
YGR279C;586;522;;;;
YGR280C;44;44;;;;
YGR281W;153;166;;;;
YGR282C;1032;1020;;;;
YGR283C;30;34;;;;
YGR284C;106;95;;;;
YGR285C;687;700;;;;
YGR286C;72;85;;;;
YGR287C;30;28;;;;
YGR288W;28;21;;;;
YGR289C;57;47;;;;
YGR290W;4;5;;;;
YGR291C;0;0;;;;
YGR292W;4;2;;;;
YGR293C;1;0;;;;
YGR294W;0;0;;;;
YGR295C;55;80;;;;
YGR296W;0;0;;;;
YGR296W;1;0;;;;
YGR296C-A;0;0;;;;
YGR296C-B;1;0;;;;
YHL050C;7;3;;;;
YHL050W-A;3;0;;;;
YHL050C;1;1;;;;
YHL049C;0;0;;;;
YHL048C-A;0;0;;;;
YHL048W;24;26;;;;
YHL047C;314;276;;;;
YHL046W-A;22;22;;;;
YHL046C;2;0;;;;
YHL045W;1;1;;;;
YHL044W;19;10;;;;
YHL043W;10;4;;;;
YHL042W;3;3;;;;
YHL041W;0;0;;;;
YHL040C;57;55;;;;
YHL039W;37;36;;;;
YHL038C;17;12;;;;
YHL037C;1;0;;;;
YHL036W;73;60;;;;
YHL035C;117;93;;;;
YHL034W-A;261;229;;;;
YHL034C;539;479;;;;
YHL033C;806;800;;;;
YHL032C;174;178;;;;
YHL031C;85;61;;;;
YHL030W-A;56;51;;;;
YHL030W;118;124;;;;
YHL029C;46;36;;;;
YHL028W;46;43;;;;
YHL027W;162;146;;;;
YHL026C;23;19;;;;
YHL025W;160;187;;;;
YHL024W;29;26;;;;
YHL023C;39;52;;;;
tH(GUG)H;0;0;;;;
YHL022C;0;2;;;;
YHL021C;370;363;;;;
YHL020C;115;103;;;;
YHL019W-A;44;49;;;;
YHL019C;89;85;;;;
YHL018W;9;5;;;;
YHL017W;90;89;;;;
YHL016C;16;15;;;;
YHL015W-A;1;0;;;;
YHL015W;1689;1622;;;;
YHL014C;18;26;;;;
YHL013C;21;26;;;;
YHL012W;4;4;;;;
YHL011C;119;124;;;;
YHL010C;41;38;;;;
YHL009C;22;23;;;;
tV(AAC)H;0;0;;;;
YHL009W-B;1;0;;;;
YHL009W-A;2;0;;;;
YHL009W-B;1;1;;;;
YHL008C;57;54;;;;
YHL007C;116;108;;;;
YHL006W-A;12;17;;;;
YHL006C;21;12;;;;
YHL005C;5;6;;;;
YHL004W;84;83;;;;
YHL003C;88;105;;;;
YHL002C-A;24;28;;;;
YHL002W;88;110;;;;
YHL001W;128;131;;;;
YHL001W;166;152;;;;
YHR001W;38;48;;;;
YHR001W-A;2;5;;;;
YHR001W-A;30;24;;;;
YHR002W;12;21;;;;
YHR003C;29;41;;;;
YHR004C;63;77;;;;
YHR005C;52;64;;;;
YHR005C-A;152;154;;;;
tT(AGU)H;0;0;;;;
YHR006W;87;86;;;;
YHR007C;519;533;;;;
YHR007C-A;1;3;;;;
YHR008C;316;292;;;;
YHR009C;138;166;;;;
YHR010W;157;140;;;;
YHR010W;1242;1180;;;;
YHR011W;26;23;;;;
YHR012W;0;0;;;;
YHR012W;85;87;;;;
YHR013C;95;82;;;;
YHR014W;2;0;;;;
tS(AGA)H;0;0;;;;
tQ(UUG)H;0;0;;;;
YHR015W;1;0;;;;
YHR016C;130;139;;;;
YHR016C;1;1;;;;
YHR017W;29;45;;;;
YHR018C;369;451;;;;
YHR019C;745;752;;;;
YHR020W;325;308;;;;
tA(AGC)H;0;0;;;;
YHR021C;581;574;;;;
YHR021C;66;71;;;;
YHR021W-A;0;2;;;;
YHR022C;0;1;;;;
YHR022C-A;0;0;;;;
YHR023W;48;32;;;;
YHR024C;119;129;;;;
YHR025W;335;335;;;;
YHR026W;226;231;;;;
YHR027C;482;443;;;;
YHR028C;162;160;;;;
YHR028W-A;8;6;;;;
YHR029C;39;34;;;;
YHR030C;305;325;;;;
YHR031C;21;23;;;;
YHR032W;125;147;;;;
YHR032W-A;23;21;;;;
YHR032C-A;11;12;;;;
YHR033W;29;21;;;;
YHR034C;26;37;;;;
YHR035W;12;9;;;;
YHR036W;15;19;;;;
YHR037W;115;101;;;;
YHR038W;9;12;;;;
YHR039C;181;179;;;;
YHR039C-A;234;181;;;;
YHR039C-A;9;7;;;;
YHR040W;38;34;;;;
YHR041C;72;65;;;;
YHR041C;3;2;;;;
YHR042W;546;499;;;;
YHR043C;105;107;;;;
YHR044C;20;14;;;;
YHR045W;65;56;;;;
YHR046C;25;21;;;;
YHR047C;123;88;;;;
YHR048W;41;24;;;;
YHR049W;123;120;;;;
YHR049C-A;11;8;;;;
YHR050W;163;156;;;;
YHR050W-A;0;2;;;;
YHR051W;65;88;;;;
YHR052W;32;40;;;;
RUF5-1;3;10;;;;
YHR052W-A;3;10;;;;
YHR053C;3;10;;;;
YHR054C;0;1;;;;
RUF5-2;3;11;;;;
YHR054W-A;3;10;;;;
YHR055C;3;10;;;;
YHR056C;34;35;;;;
YHR056W-A;13;11;;;;
YHR057C;173;150;;;;
YHR058C;37;37;;;;
YHR059W;14;20;;;;
YHR060W;21;34;;;;
YHR061C;18;31;;;;
YHR062C;38;39;;;;
YHR063C;82;74;;;;
YHR063W-A;83;86;;;;
YHR064C;504;512;;;;
YHR065C;50;30;;;;
YHR066W;19;13;;;;
YHR067W;11;18;;;;
YHR068W;414;460;;;;
YHR069C;33;28;;;;
YHR069C-A;10;11;;;;
YHR070W;54;65;;;;
YHR070C-A;26;20;;;;
YHR071W;215;227;;;;
tF(GAA)H1;0;0;;;;
tF(GAA)H1;0;0;;;;
YHR071C-A;1;8;;;;
YHR072W;73;99;;;;
YHR072W-A;93;75;;;;
YHR073W;152;123;;;;
YHR073W-A;3;4;;;;
YHR073C-B;19;11;;;;
YHR074W;160;154;;;;
YHR075C;16;18;;;;
YHR076W;0;3;;;;
YHR076W;48;56;;;;
YHR077C;108;95;;;;
YHR077C;0;0;;;;
YHR078W;61;42;;;;
YHR079C;52;47;;;;
YHR079C-A;0;0;;;;
YHR079C-A;0;2;;;;
YHR080C;78;62;;;;
YHR081W;39;34;;;;
YHR082C;173;163;;;;
YHR083W;141;148;;;;
YHR084W;37;41;;;;
YHR085W;10;14;;;;
YHR086W;78;80;;;;
YHR086W-A;0;0;;;;
YHR087W;102;97;;;;
YHR088W;28;22;;;;
YHR089C;308;321;;;;
YHR090C;11;12;;;;
YHR091C;47;60;;;;
YHR092C;1495;1545;;;;
YHR093W;0;0;;;;
YHR094C;192;188;;;;
YHR095W;0;0;;;;
YHR096C;24;22;;;;
YHR097C;185;192;;;;
YHR097C;12;10;;;;
YHR098C;183;166;;;;
YHR099W;69;79;;;;
YHR100C;10;17;;;;
YHR101C;18;16;;;;
YHR101C;2;1;;;;
YHR102W;68;62;;;;
YHR103W;77;63;;;;
YHR104W;97;107;;;;
YHR105W;14;14;;;;
YHR106W;64;52;;;;
YHR107C;107;122;;;;
YHR108W;209;208;;;;
YHR109W;10;10;;;;
YHR110W;82;76;;;;
YHR111W;54;57;;;;
YHR112C;78;51;;;;
YHR113W;127;144;;;;
YHR114W;105;105;;;;
YHR115C;43;44;;;;
YHR116W;31;26;;;;
YHR117W;62;68;;;;
YHR118C;20;28;;;;
YHR119W;46;45;;;;
YHR120W;25;16;;;;
YHR121W;79;74;;;;
YHR122W;39;36;;;;
YHR123W;1;1;;;;
YHR123W;57;53;;;;
YHR124W;16;18;;;;
tF(GAA)H2;0;0;;;;
tF(GAA)H2;0;0;;;;
YHR125W;0;0;;;;
YHR126C;1;1;;;;
YHR127W;38;27;;;;
YHR128W;100;94;;;;
YHR129C;34;25;;;;
YHR130C;2;4;;;;
YHR131C;86;92;;;;
YHR131W-A;3;2;;;;
YHR132C;200;199;;;;
YHR132W-A;57;58;;;;
YHR133C;88;98;;;;
YHR134W;24;25;;;;
YHR135C;242;242;;;;
YHR136C;95;84;;;;
YHR137W;32;33;;;;
YHR137C-A;14;14;;;;
YHR138C;91;83;;;;
YHR139C;5;6;;;;
YHR139C-A;4;1;;;;
YHR140W;5;1;;;;
snR32;2;1;;;;
YHR141C;536;568;;;;
YHR141C;93;120;;;;
YHR142W;90;76;;;;
YHR143W;511;581;;;;
YHR143W-A;26;41;;;;
YHR144C;27;12;;;;
tP(UGG)H;0;0;;;;
tP(UGG)H;0;0;;;;
YHR145C;0;0;;;;
YHR146W;139;121;;;;
YHR147C;50;34;;;;
YHR148W;12;14;;;;
YHR149C;39;39;;;;
YHR150W;25;24;;;;
YHR151C;23;28;;;;
YHR152W;48;53;;;;
YHR153C;1;1;;;;
YHR154W;29;24;;;;
YHR155W;41;33;;;;
snR71;1;0;;;;
YHR156C;11;6;;;;
YHR157W;0;0;;;;
YHR158C;85;68;;;;
YHR159W;26;19;;;;
YHR160C;5;6;;;;
YHR161C;150;162;;;;
YHR162W;249;241;;;;
YHR163W;150;152;;;;
YHR164C;35;50;;;;
YHR165C;125;96;;;;
YHR165W-A;0;2;;;;
YHR166C;21;16;;;;
YHR167W;10;14;;;;
YHR168W;24;20;;;;
YHR169W;26;17;;;;
YHR170W;103;139;;;;
YHR171W;34;32;;;;
YHR172W;22;29;;;;
YHR173C;6;5;;;;
YHR174W;17141;16756;;;;
YHR175W;108;94;;;;
YHR175W-A;4;6;;;;
YHR176W;18;17;;;;
YHR177W;17;18;;;;
YHR178W;24;29;;;;
YHR179W;1001;975;;;;
YHR180W;19;8;;;;
YHR180W-A;0;0;;;;
YHR180C-B;0;0;;;;
tT(UGU)H;0;0;;;;
YHR181W;58;49;;;;
YHR182W;15;17;;;;
YHR182C-A;245;217;;;;
YHR183W;1115;1092;;;;
YHR184W;1;4;;;;
YHR185C;1;0;;;;
tV(CAC)H;0;0;;;;
YHR186C;64;53;;;;
YHR187W;26;38;;;;
YHR188C;143;136;;;;
YHR189W;28;16;;;;
YHR190W;497;457;;;;
YHR191C;27;35;;;;
YHR192W;57;53;;;;
YHR193C;1047;1008;;;;
YHR193C-A;8;3;;;;
YHR194W;77;65;;;;
YHR195W;112;136;;;;
YHR196W;28;22;;;;
YHR197W;31;27;;;;
YHR198C;28;21;;;;
YHR199C;126;115;;;;
YHR199C-A;4;8;;;;
YHR199C-A;5;9;;;;
YHR200W;328;342;;;;
YHR201C;86;88;;;;
YHR202W;20;22;;;;
YHR203C;907;859;;;;
YHR203C;79;73;;;;
YHR204W;60;50;;;;
YHR205W;100;95;;;;
YHR206W;88;89;;;;
YHR207C;50;26;;;;
YHR208W;654;605;;;;
YHR209W;65;52;;;;
YHR210C;30;25;;;;
YHR211W;32;27;;;;
YHR212C;0;0;;;;
YHR212W-A;0;0;;;;
YHR213W;1;0;;;;
YHR213W-A;0;0;;;;
YHR213W-B;1;1;;;;
YHR214W;1;1;;;;
YHR214W-A;1;2;;;;
YHR214C-B;6;3;;;;
YHR214C-C;3;2;;;;
YHR214C-B;3;2;;;;
YHR214C-D;0;0;;;;
YHR214C-E;0;0;;;;
YHR215W;71;50;;;;
YHR216W;211;229;;;;
YHR217C;0;0;;;;
YHR218W;0;0;;;;
YHR218W;0;0;;;;
YHR218W-A;1;0;;;;
YHR219W;1;0;;;;
YHR219C-A;1;0;;;;
YJL225C;0;1;;;;
YJL225W-A;0;0;;;;
YJL225C;0;0;;;;
YJL223C;0;0;;;;
YJL222W-B;0;0;;;;
YJL222W-A;0;0;;;;
YJL222W;2;4;;;;
YJL221C;0;0;;;;
YJL220W;0;0;;;;
YJL219W;2;2;;;;
YJL218W;17;21;;;;
YJL217W;198;198;;;;
YJL216C;16;12;;;;
YJL215C;0;0;;;;
YJL214W;8;5;;;;
YJL213W;48;53;;;;
YJL212C;100;87;;;;
YJL211C;55;63;;;;
YJL210W;113;100;;;;
YJL209W;29;16;;;;
YJL208C;19;16;;;;
YJL207C;48;41;;;;
YJL206C;18;25;;;;
YJL205C;15;13;;;;
YJL205C;3;1;;;;
YJL204C;25;24;;;;
YJL203W;20;22;;;;
YJL202C;7;9;;;;
YJL201W;37;28;;;;
YJL200C;78;78;;;;
tT(AGU)J;0;0;;;;
YJL199C;16;19;;;;
YJL198W;126;139;;;;
YJL197W;73;72;;;;
YJL197C-A;3;4;;;;
YJL196C;237;261;;;;
YJL195C;3;3;;;;
YJL194W;5;9;;;;
YJL193W;13;9;;;;
YJL192C;73;79;;;;
YJL191W;17;17;;;;
YJL191W;164;153;;;;
YJL190C;1166;1124;;;;
YJL189W;194;181;;;;
YJL188C;995;959;;;;
YJL189W;904;862;;;;
YJL187C;49;49;;;;
YJL186W;99;96;;;;
YJL185C;10;14;;;;
YJL184W;56;63;;;;
YJL183W;81;82;;;;
YJL182C;2;1;;;;
YJL181W;31;25;;;;
YJL180C;29;36;;;;
YJL179W;18;13;;;;
YJL178C;88;87;;;;
YJL177W;375;401;;;;
YJL177W;453;442;;;;
YJL176C;71;52;;;;
YJL175W;17;13;;;;
YJL174W;274;240;;;;
YJL173C;47;38;;;;
YJL172W;97;99;;;;
YJL171C;207;215;;;;
YJL170C;10;7;;;;
YJL169W;11;10;;;;
YJL168C;44;57;;;;
YJL167W;432;359;;;;
YJL166W;57;49;;;;
YJL165C;122;140;;;;
YJL164C;72;96;;;;
YJL163C;89;75;;;;
YJL162C;7;20;;;;
tE(UUC)J;0;0;;;;
YJL161W;19;25;;;;
YJL160C;27;24;;;;
YJL159W;5093;5085;;;;
YJL158C;1025;947;;;;
YJL157C;57;58;;;;
YJL156W-A;1;6;;;;
YJL156C;31;35;;;;
YJL155C;76;84;;;;
YJL154C;160;159;;;;
YJL153C;11;10;;;;
YJL152W;161;183;;;;
YJL151C;341;378;;;;
YJL150W;0;1;;;;
YJL149W;34;25;;;;
snR128;4;2;;;;
snR190;3;1;;;;
YJL148W;64;45;;;;
YJL147C;11;9;;;;
YJL146W;36;38;;;;
YJL145W;54;58;;;;
YJL144W;23;26;;;;
YJL143W;201;203;;;;
YJL142C;68;56;;;;
YJL141C;204;210;;;;
YJL140W;114;101;;;;
YJL139C;40;37;;;;
YJL138C;268;221;;;;
YJL137C;10;19;;;;
YJL136W-A;0;0;;;;
YJL136C;783;801;;;;
YJL136C;109;97;;;;
YJL135W;2;1;;;;
YJL134W;77;74;;;;
YJL133C-A;40;34;;;;
YJL133W;78;56;;;;
YJL132W;33;29;;;;
YJL131C;25;17;;;;
YJL130C;435;433;;;;
YJL129C;134;127;;;;
YJL128C;103;108;;;;
YJL127W-A;2;2;;;;
YJL127C-B;27;22;;;;
YJL127C;37;22;;;;
YJL126W;24;17;;;;
YJL125C;18;25;;;;
YJL124C;99;106;;;;
YJL123C;191;184;;;;
YJL122W;36;46;;;;
YJL121C;159;157;;;;
YJL120W;22;8;;;;
YJL119C;9;7;;;;
YJL118W;22;19;;;;
YJL117W;166;146;;;;
YJL116C;21;25;;;;
YJL115W;76;94;;;;
tA(AGC)J;0;0;;;;
YJL114W;0;0;;;;
YJL113W;0;0;;;;
YJL113W;1;0;;;;
tD(GUC)J1;0;0;;;;
YJL112W;59;72;;;;
YJL111W;309;321;;;;
YJL110C;45;32;;;;
YJL109C;57;59;;;;
YJL108C;50;45;;;;
YJL107C;23;16;;;;
YJL106W;13;12;;;;
YJL105W;7;11;;;;
YJL104W;58;35;;;;
snR37;0;3;;;;
YJL103C;14;17;;;;
YJL102W;17;27;;;;
tR(ACG)J;0;0;;;;
YJL101C;138;153;;;;
YJL100W;62;60;;;;
YJL099W;39;41;;;;
YJL098W;31;26;;;;
YJL097W;76;84;;;;
YJL096W;27;25;;;;
YJL095W;53;49;;;;
YJL094C;52;45;;;;
YJL093C;79;83;;;;
YJL092W;54;54;;;;
YJL091C;27;32;;;;
YJL090C;17;16;;;;
YJL089W;3;0;;;;
YJL088W;6;10;;;;
